filepath,collection,object_name,mark_type,year_range,year_start,image_type,image_index,group_id,cloudinary_ref
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christ H_salt _St Amand gift_hallmark 1702-3.jpg","Ironmongers' Company plate marks","Ironmongers Christ H salt St Amand gift","hallmark","1702-3","1702","primary","0","ironmongers-company-plate-marks-ironmongers-christ-h-salt-st-amand-gift-hallmark-1702","hallmarks/ironmongers-company-plate-marks-ironmongers-christ-h-salt-st-amand-gift-hallmark-1702-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christ H_salt _St Amand gift_hallmark 1702-3_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christ H salt St Amand gift","hallmark","1702-3","1702","dimensions","1","ironmongers-company-plate-marks-ironmongers-christ-h-salt-st-amand-gift-hallmark-1702","hallmarks/ironmongers-company-plate-marks-ironmongers-christ-h-salt-st-amand-gift-hallmark-1702-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christ H_salt _St Amand gift_standard mark 1702-3.jpg","Ironmongers' Company plate marks","Ironmongers Christ H salt St Amand gift","standard mark","1702-3","1702","primary","0","ironmongers-company-plate-marks-ironmongers-christ-h-salt-st-amand-gift-standard-mark-1702","hallmarks/ironmongers-company-plate-marks-ironmongers-christ-h-salt-st-amand-gift-standard-mark-1702-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christ H_salver_Le Keux gift_date letter 1743-44.jpg","Ironmongers' Company plate marks","Ironmongers Christ H salver Le Keux gift","date letter","1743-44","1743","primary","0","ironmongers-company-plate-marks-ironmongers-christ-h-salver-le-keux-gift-date-letter-1743","hallmarks/ironmongers-company-plate-marks-ironmongers-christ-h-salver-le-keux-gift-date-letter-1743-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christ H_salver_Le Keux gift_hallmark 1743-44 dims.jpg","Ironmongers' Company plate marks","Ironmongers Christ H salver Le Keux gift","hallmark","1743-44","1743","dimensions","1","ironmongers-company-plate-marks-ironmongers-christ-h-salver-le-keux-gift-hallmark-1743","hallmarks/ironmongers-company-plate-marks-ironmongers-christ-h-salver-le-keux-gift-hallmark-1743-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christ H_salver_Le Keux gift_hallmark 1743-44.jpg","Ironmongers' Company plate marks","Ironmongers Christ H salver Le Keux gift","hallmark","1743-44","1743","primary","0","ironmongers-company-plate-marks-ironmongers-christ-h-salver-le-keux-gift-hallmark-1743","hallmarks/ironmongers-company-plate-marks-ironmongers-christ-h-salver-le-keux-gift-hallmark-1743-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christ H_salver_Le Keux gift_sterling mark 1743-44.jpg","Ironmongers' Company plate marks","Ironmongers Christ H salver Le Keux gift","sterling mark","1743-44","1743","primary","0","ironmongers-company-plate-marks-ironmongers-christ-h-salver-le-keux-gift-sterling-mark-1743","hallmarks/ironmongers-company-plate-marks-ironmongers-christ-h-salver-le-keux-gift-sterling-mark-1743-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Mercer spoon_date letter 1630-31.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Mercer spoon","date letter","1630-31","1630","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-mercer-spoon-date-letter-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-mercer-spoon-date-letter-1630-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Mercer spoon_date letter 1630-31_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Mercer spoon","date letter","1630-31","1630","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-mercer-spoon-date-letter-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-mercer-spoon-date-letter-1630-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Mercer spoon_hallmark 1630-31_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Mercer spoon","hallmark","1630-31","1630","dimensions","0","ironmongers-company-plate-marks-ironmongers-christs-h-mercer-spoon-hallmark-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-mercer-spoon-hallmark-1630-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Mercer spoon_sterling mark 1630-31.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Mercer spoon","sterling mark","1630-31","1630","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-mercer-spoon-sterling-mark-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-mercer-spoon-sterling-mark-1630-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Tankard_Banes_date letter 1667-68.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Tankard Banes","date letter","1667-68","1667","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-date-letter-1667","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-date-letter-1667-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Tankard_Banes_date letter 1667-68_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Tankard Banes","date letter","1667-68","1667","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-date-letter-1667","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-date-letter-1667-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Tankard_Banes_hallmark 1667-68.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Tankard Banes","hallmark","1667-68","1667","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-hallmark-1667","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-hallmark-1667-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Tankard_Banes_hallmark 1667-dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Tankard Banes","hallmark","1667","1667","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-hallmark-1667","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-hallmark-1667-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Tankard_Banes_sterling mark 1667-68.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Tankard Banes","sterling mark","1667-68","1667","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-sterling-mark-1667","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-tankard-banes-sterling-mark-1667-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Trollope vase_dateletter 1826-1827.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Trollope vase","date letter","1826-1827","1826","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-date-letter-1826","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-date-letter-1826-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Trollope vase_dateletter 1826-1827_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Trollope vase","date letter","1826-1827","1826","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-date-letter-1826","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-date-letter-1826-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Trollope vase_hallmark 1826-1827.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Trollope vase","hallmark","1826-1827","1826","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-hallmark-1826","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-hallmark-1826-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Trollope vase_hallmark 1826-1827_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Trollope vase","hallmark","1826-1827","1826","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-hallmark-1826","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-hallmark-1826-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_Trollope vase_sterling mark 1826-1827.jpg","Ironmongers' Company plate marks","Ironmongers Christs H Trollope vase","sterling mark","1826-1827","1826","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-sterling-mark-1826","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-trollope-vase-sterling-mark-1826-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_candlestick_Johnson_sterling mark 1680-81.jpg","Ironmongers' Company plate marks","Ironmongers Christs H candlestick Johnson","sterling mark","1680-81","1680","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-candlestick-johnson-sterling-mark-1680","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-candlestick-johnson-sterling-mark-1680-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_caster_St Amand gift_Britannia 1699-1700.jpg","Ironmongers' Company plate marks","Ironmongers Christs H caster St Amand gift","britannia mark","1699-1700","1699","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-caster-st-amand-gift-britannia-mark-1699","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-caster-st-amand-gift-britannia-mark-1699-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_caster_St Amand gift_dateletter 1699-1700.jpg","Ironmongers' Company plate marks","Ironmongers Christs H caster St Amand gift","date letter","1699-1700","1699","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-caster-st-amand-gift-date-letter-1699","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-caster-st-amand-gift-date-letter-1699-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_caster_St Amand gift_hallmark 1699-1700.jpg","Ironmongers' Company plate marks","Ironmongers Christs H caster St Amand gift","hallmark","1699-1700","1699","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-caster-st-amand-gift-hallmark-1699","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-caster-st-amand-gift-hallmark-1699-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_caster_St Amand gift_hallmark 1699-1700_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H caster St Amand gift","hallmark","1699-1700","1699","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-caster-st-amand-gift-hallmark-1699","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-caster-st-amand-gift-hallmark-1699-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_Bankes gift, dateletter 1630-31.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup Bankes gift,","date letter","1630-31","1630","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-date-letter-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-date-letter-1630-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_Bankes gift, dateletter 1630-31_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup Bankes gift,","date letter","1630-31","1630","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-date-letter-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-date-letter-1630-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_Bankes gift, hallmark 1630-31.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup Bankes gift,","hallmark","1630-31","1630","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-hallmark-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-hallmark-1630-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_Bankes gift, hallmark 1630-31_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup Bankes gift,","hallmark","1630-31","1630","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-hallmark-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-hallmark-1630-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_Bankes gift, sterling mark 1630-31.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup Bankes gift,","sterling mark","1630-31","1630","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-sterling-mark-1630","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-bankes-gift-sterling-mark-1630-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_Cleave gift, dateletter 1637-38.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup Cleave gift,","date letter","1637-38","1637","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-cleave-gift-date-letter-1637","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-cleave-gift-date-letter-1637-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_Cleave gift, dateletter 1637-38_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup Cleave gift,","date letter","1637-38","1637","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-cup-cleave-gift-date-letter-1637","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-cleave-gift-date-letter-1637-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_Cleave gift, sterling mark 1637-38.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup Cleave gift,","sterling mark","1637-38","1637","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-cleave-gift-sterling-mark-1637","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-cleave-gift-sterling-mark-1637-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_St Amand gift_dateletter 1687-8.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup St Amand gift","date letter","1687-8","1687","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-gift-date-letter-1687","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-gift-date-letter-1687-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_St Amand gift_hallmark 1687-8.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup St Amand gift","hallmark","1687-8","1687","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-gift-hallmark-1687","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-gift-hallmark-1687-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_St Amand gift_hallmark 1687-8_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup St Amand gift","hallmark","1687-8","1687","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-gift-hallmark-1687","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-gift-hallmark-1687-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_St Amand gift_sterling mark 1687-8.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup St Amand gift","sterling mark","1687-8","1687","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-gift-sterling-mark-1687","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-gift-sterling-mark-1687-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_cup_St Amand lid_hallmark 1687-8.jpg","Ironmongers' Company plate marks","Ironmongers Christs H cup St Amand lid","hallmark","1687-8","1687","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-lid-hallmark-1687","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-cup-st-amand-lid-hallmark-1687-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_ewer_Cleave gift, hallmark 1638-39_image 3.jpg","Ironmongers' Company plate marks","Ironmongers Christs H ewer Cleave gift,","hallmark","1638-39","1638","primary","3","ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleave-gift-hallmark-1638","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleave-gift-hallmark-1638-3"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_ewer_Cleve _dateletter_1638-9.jpg","Ironmongers' Company plate marks","Ironmongers Christs H ewer Cleve","date letter","1638-9","1638","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-date-letter-1638","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-date-letter-1638-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_ewer_Cleve _dateletter_1638-9_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H ewer Cleve","date letter","1638-9","1638","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-date-letter-1638","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-date-letter-1638-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_ewer_Cleve _sterling mark_1638-9.jpg","Ironmongers' Company plate marks","Ironmongers Christs H ewer Cleve","sterling mark","1638-9","1638","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-sterling-mark-1638","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-sterling-mark-1638-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_ewer_Cleve gift_hallmark 1638-9_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H ewer Cleve gift","hallmark","1638-9","1638","dimensions","0","ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-gift-hallmark-1638","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-gift-hallmark-1638-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_ewer_Cleve gift_hallmark 1638-9_image 2.jpg","Ironmongers' Company plate marks","Ironmongers Christs H ewer Cleve gift","hallmark","1638-9","1638","primary","2","ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-gift-hallmark-1638","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-ewer-cleve-gift-hallmark-1638-2"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_large salver_Alt_date letter 1834-35.jpg","Ironmongers' Company plate marks","Ironmongers Christs H large salver Alt","date letter","1834-35","1834","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-date-letter-1834","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-date-letter-1834-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_large salver_Alt_duty mark 1834-35.jpg","Ironmongers' Company plate marks","Ironmongers Christs H large salver Alt","duty mark","1834-35","1834","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-duty-mark-1834","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-duty-mark-1834-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_large salver_Alt_hallmark 1834-35 dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H large salver Alt","hallmark","1834-35","1834","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-hallmark-1834","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-hallmark-1834-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_large salver_Alt_hallmark 1834-35.jpg","Ironmongers' Company plate marks","Ironmongers Christs H large salver Alt","hallmark","1834-35","1834","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-hallmark-1834","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-hallmark-1834-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_large salver_Alt_sterling mark 1834-35.jpg","Ironmongers' Company plate marks","Ironmongers Christs H large salver Alt","sterling mark","1834-35","1834","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-sterling-mark-1834","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-large-salver-alt-sterling-mark-1834-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_lid_St Amand gift_hallmark 1687-8_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H lid St Amand gift","hallmark","1687-8","1687","dimensions","0","ironmongers-company-plate-marks-ironmongers-christs-h-lid-st-amand-gift-hallmark-1687","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-lid-st-amand-gift-hallmark-1687-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_lid_St Amand gift_sterling mark 1687-8.jpg","Ironmongers' Company plate marks","Ironmongers Christs H lid St Amand gift","sterling mark","1687-8","1687","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-lid-st-amand-gift-sterling-mark-1687","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-lid-st-amand-gift-sterling-mark-1687-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_rosewater dish_Cleaue gift_date letter 1639-40.jpg","Ironmongers' Company plate marks","Ironmongers Christs H rosewater dish Cleaue gift","date letter","1639-40","1639","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-rosewater-dish-cleaue-gift-date-letter-1639","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-rosewater-dish-cleaue-gift-date-letter-1639-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_rosewater dish_Cleaue gift_hallmark 1639-40 dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H rosewater dish Cleaue gift","hallmark","1639-40","1639","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-rosewater-dish-cleaue-gift-hallmark-1639","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-rosewater-dish-cleaue-gift-hallmark-1639-1"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_rosewater dish_Cleaue gift_hallmark 1639-40.jpg","Ironmongers' Company plate marks","Ironmongers Christs H rosewater dish Cleaue gift","hallmark","1639-40","1639","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-rosewater-dish-cleaue-gift-hallmark-1639","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-rosewater-dish-cleaue-gift-hallmark-1639-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_rosewater dish_Cleaue gift_sterling mark 1639-40.jpg","Ironmongers' Company plate marks","Ironmongers Christs H rosewater dish Cleaue gift","sterling mark","1639-40","1639","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-rosewater-dish-cleaue-gift-sterling-mark-1639","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-rosewater-dish-cleaue-gift-sterling-mark-1639-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_salver_Alt_dateletter 1832-33.jpg","Ironmongers' Company plate marks","Ironmongers Christs H salver Alt","date letter","1832-33","1832","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-salver-alt-date-letter-1832","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-salver-alt-date-letter-1832-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_salver_Alt_duty mark 1832-33.jpg","Ironmongers' Company plate marks","Ironmongers Christs H salver Alt","duty mark","1832-33","1832","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-salver-alt-duty-mark-1832","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-salver-alt-duty-mark-1832-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_salver_Alt_hallmark 1832-33.jpg","Ironmongers' Company plate marks","Ironmongers Christs H salver Alt","hallmark","1832-33","1832","primary","0","ironmongers-company-plate-marks-ironmongers-christs-h-salver-alt-hallmark-1832","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-salver-alt-hallmark-1832-0"
"/mnt/c/Users/Assay Surface/Desktop/Kirstin Kennedy/Ironmongers' Company plate marks/Ironmongers_Christs H_salver_Alt_hallmark 1832-33_dims.jpg","Ironmongers' Company plate marks","Ironmongers Christs H salver Alt","hallmark","1832-33","1832","dimensions","1","ironmongers-company-plate-marks-ironmongers-christs-h-salver-alt-hallmark-1832","hallmarks/ironmongers-company-plate-marks-ironmongers-christs-h-salver-alt-hallmark-1832-1"
